,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,아우터_옷깃,원피스_기장,원피스_카테고리,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,상의_기장,상의_색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_서브색상,아우터_서브색상,하의_서브색상,원피스_색상,원피스_서브색상,원피스_소매기장,원피스_옷깃,원피스_디테일
24,104897,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
25,104898,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
26,104899,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
27,104900,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
28,104903,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
29,104904,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
30,104905,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
31,104906,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,,팬츠,,['린넨'],,루즈,,,,,,,,,네이비,블라우스,,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
32,104907,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,차이나칼라,,반팔,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
33,104909,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,차이나칼라,,캡,['시폰'],"['스트라이프', '믹스']",,루즈,핑크,,,,,,,
34,1054277,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
35,1054278,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
36,1054282,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
37,1054283,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
38,1054284,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
39,1054285,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
40,1054287,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,핑크,블라우스,,,7부소매,['시폰'],['페이즐리'],라운드넥,루즈,,,,,,,,
41,1082657,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['린넨'],['무지'],노멀,,,,,,,,노멀,화이트,티셔츠,,,반팔,['우븐'],['레터링'],라운드넥,노멀,레드,,,,,,,
42,1082658,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['린넨'],['무지'],노멀,,,,,,,,노멀,화이트,티셔츠,,,반팔,['우븐'],,,노멀,,,,,,,,
43,1082659,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['린넨'],['무지'],노멀,,,,,,,,노멀,화이트,티셔츠,,,반팔,['우븐'],['레터링'],라운드넥,노멀,레드,,,,,,,
44,1082660,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['린넨'],['무지'],노멀,,,,,,,,노멀,화이트,티셔츠,,,반팔,['우븐'],['레터링'],라운드넥,노멀,레드,,,,,,,
45,1083099,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
46,1083100,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,,티셔츠,,,,,['무지'],유넥,노멀,,,화이트,,,,,
47,1083101,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
48,1083102,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
49,1083105,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
50,1083106,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,,티셔츠,,,,,['무지'],유넥,노멀,,,화이트,,,,,
51,1083107,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,,티셔츠,,,,,['무지'],유넥,노멀,,,화이트,,,,,
52,1083108,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
53,1083109,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,화이트,티셔츠,,,반팔,,['무지'],유넥,노멀,,,화이트,,,,,
54,1083110,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블루,팬츠,,['시폰'],['페이즐리'],와이드,,,,,,,,,,티셔츠,,,,,['무지'],유넥,노멀,,,화이트,,,,,
55,1083945,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
56,1083947,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
57,1083948,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
58,1083950,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
59,1083951,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
60,1083952,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['비대칭'],,['무지'],와이드,,,,,,,,노멀,블랙,티셔츠,,,반팔,['저지'],['스트라이프'],라운드넥,노멀,화이트,,,,,,,
61,1088261,오리엔탈,"하의, 상의",3,,,,,,,,,,맥시,네이비,팬츠,,['우븐'],"['페이즐리', '믹스']",루즈,,,,,,,,노멀,화이트,셔츠,,['드롭숄더'],긴팔,['시폰'],['무지'],,루즈,,,,,,,,
62,1088265,오리엔탈,"하의, 상의",3,,,,,,,,,,맥시,네이비,팬츠,,['우븐'],"['페이즐리', '믹스']",루즈,,,,,,,,노멀,화이트,셔츠,셔츠칼라,"['단추', '드롭숄더']",긴팔,['시폰'],['무지'],브이넥,루즈,,,,,,,,
63,1090247,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,그레이,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,화이트,셔츠,,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,
64,1090250,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,그레이,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,화이트,셔츠,셔츠칼라,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,
65,1120519,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,['퍼프'],반팔,['우븐'],['플로럴'],라운드넥,루즈,레드,,,,,,,
66,1120520,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,['퍼프'],반팔,['우븐'],['플로럴'],라운드넥,루즈,레드,,,,,,,
67,1120521,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,['퍼프'],반팔,['우븐'],['플로럴'],라운드넥,루즈,레드,,,,,,,
68,1120522,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,['퍼프'],반팔,['우븐'],['플로럴'],라운드넥,루즈,레드,,,,,,,
69,1120524,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,['퍼프'],반팔,['우븐'],['플로럴'],라운드넥,루즈,레드,,,,,,,
70,1123993,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,,,긴팔,['시폰'],['플로럴'],,루즈,레드,,,,,,,
71,1123997,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,,,긴팔,['시폰'],['플로럴'],,루즈,레드,,,,,,,
72,1123999,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,,,긴팔,['시폰'],['플로럴'],,루즈,레드,,,,,,,
73,1124076,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,,,긴팔,['시폰'],['그래픽'],,루즈,브라운,,,,,,,
74,1124077,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,,,긴팔,['시폰'],['그래픽'],,루즈,브라운,,,,,,,
75,1124078,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
76,1124079,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
77,1124082,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
78,1124083,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
79,1124084,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
80,1124085,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
81,1124086,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
82,1124087,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,민트,블라우스,차이나칼라,,긴팔,['시폰'],['그래픽'],브이넥,루즈,브라운,,,,,,,
83,1124102,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
84,1124103,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
85,1124104,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
86,1124105,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
87,1124106,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
88,1124107,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
89,1124108,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
90,1124109,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,청바지,['디스트로이드'],['데님'],['무지'],노멀,,,,,,,,노멀,스카이블루,블라우스,차이나칼라,['레이스'],7부소매,['우븐'],['무지'],라운드넥,루즈,화이트,,,,,,,
91,1124668,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,밴드칼라,,7부소매,['우븐'],['플로럴'],,루즈,그레이,,,,,,,
92,1124669,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,밴드칼라,,7부소매,['우븐'],['플로럴'],,루즈,그레이,,,,,,,
93,1125671,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
94,1125672,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
95,1125673,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
96,1125676,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
97,1125677,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
98,1125678,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
99,1125679,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['단추'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
100,1125680,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
101,1125681,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
102,1125682,오리엔탈,"하의, 상의",3,,,,,,,,,,미니,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,레드,블라우스,,['비대칭'],반팔,['우븐'],['무지'],라운드넥,루즈,,,,,,,,
103,1126019,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],루즈,,,,,,,,노멀,레드,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],"['페이즐리', '그래픽']",라운드넥,루즈,그레이,,,,,,,
104,1126020,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],루즈,,,,,,,,노멀,레드,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],"['페이즐리', '그래픽']",라운드넥,루즈,그레이,,,,,,,
105,1126021,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],루즈,,,,,,,,노멀,레드,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],"['페이즐리', '그래픽']",라운드넥,루즈,그레이,,,,,,,
106,1126022,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],루즈,,,,,,,,노멀,레드,블라우스,,"['프릴', '퍼프']",7부소매,['우븐'],"['페이즐리', '그래픽']",,루즈,그레이,,,,,,,
107,1126023,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],루즈,,,,,,,,노멀,레드,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],"['페이즐리', '그래픽']",라운드넥,루즈,그레이,,,,,,,
108,1153119,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,팬츠,,['우븐'],['무지'],와이드,,,,,,,,롱,그레이,블라우스,밴드칼라,"['단추', '비대칭']",7부소매,['우븐'],['무지'],,루즈,,,,,,,,
